County,Income,Families,Families ME,Year
Johnson,LowIncome,813.00,251.00,2016
Johnson,LowIncome,813.00,251.00,2017
Johnson,LowIncome,813.00,251.00,2018
Johnson,LowIncome,813.00,251.00,2019
Johnson,LowIncome,813.00,251.00,2020
Johnson,LowIncome,872.00,208.00,2016
Johnson,LowIncome,872.00,208.00,2017
Johnson,LowIncome,872.00,208.00,2018
Johnson,LowIncome,872.00,208.00,2019
Johnson,LowIncome,872.00,208.00,2020
Johnson,LowIncome,760.00,256.00,2016
Johnson,LowIncome,760.00,256.00,2017
Johnson,LowIncome,760.00,256.00,2018
Johnson,LowIncome,760.00,256.00,2019
Johnson,LowIncome,760.00,256.00,2020
Johnson,MidIncome,917.00,284.00,2016
Johnson,MidIncome,917.00,284.00,2017
Johnson,MidIncome,917.00,284.00,2018
Johnson,MidIncome,917.00,284.00,2019
Johnson,MidIncome,917.00,284.00,2020
Johnson,MidIncome,957.00,200.00,2016
Johnson,MidIncome,957.00,200.00,2017
Johnson,MidIncome,957.00,200.00,2018
Johnson,MidIncome,957.00,200.00,2019
Johnson,MidIncome,957.00,200.00,2020
Johnson,MidIncome,1981.00,295.00,2016
Johnson,MidIncome,1981.00,295.00,2017
Johnson,MidIncome,1981.00,295.00,2018
Johnson,MidIncome,1981.00,295.00,2019
Johnson,MidIncome,1981.00,295.00,2020
Johnson,MidIncome,3029.00,422.00,2016
Johnson,MidIncome,3029.00,422.00,2017
Johnson,MidIncome,3029.00,422.00,2018
Johnson,MidIncome,3029.00,422.00,2019
Johnson,MidIncome,3029.00,422.00,2020
Johnson,MidIncome,4793.00,568.00,2016
Johnson,MidIncome,4793.00,568.00,2017
Johnson,MidIncome,4793.00,568.00,2018
Johnson,MidIncome,4793.00,568.00,2019
Johnson,MidIncome,4793.00,568.00,2020
Johnson,MidIncome,4690.00,455.00,2016
Johnson,MidIncome,4690.00,455.00,2017
Johnson,MidIncome,4690.00,455.00,2018
Johnson,MidIncome,4690.00,455.00,2019
Johnson,MidIncome,4690.00,455.00,2020
Johnson,HighIncome,3111.00,316.00,2016
Johnson,HighIncome,3111.00,316.00,2017
Johnson,HighIncome,3111.00,316.00,2018
Johnson,HighIncome,3111.00,316.00,2019
Johnson,HighIncome,3111.00,316.00,2020
Johnson,HighIncome,3586.00,406.00,2016
Johnson,HighIncome,3586.00,406.00,2017
Johnson,HighIncome,3586.00,406.00,2018
Johnson,HighIncome,3586.00,406.00,2019
Johnson,HighIncome,3586.00,406.00,2020
Johnson,HighIncome,4229.00,423.00,2016
Johnson,HighIncome,4229.00,423.00,2017
Johnson,HighIncome,4229.00,423.00,2018
Johnson,HighIncome,4229.00,423.00,2019
Johnson,HighIncome,4229.00,423.00,2020
Jones,LowIncome,219.00,142.00,2016
Jones,LowIncome,219.00,142.00,2017
Jones,LowIncome,219.00,142.00,2018
Jones,LowIncome,219.00,142.00,2019
Jones,LowIncome,219.00,142.00,2020
Jones,LowIncome,80.00,56.00,2016
Jones,LowIncome,80.00,56.00,2017
Jones,LowIncome,80.00,56.00,2018
Jones,LowIncome,80.00,56.00,2019
Jones,LowIncome,80.00,56.00,2020
Jones,LowIncome,109.00,53.00,2016
Jones,LowIncome,109.00,53.00,2017
Jones,LowIncome,109.00,53.00,2018
Jones,LowIncome,109.00,53.00,2019
Jones,LowIncome,109.00,53.00,2020
Jones,LowIncome,83.00,36.00,2016
Jones,LowIncome,83.00,36.00,2017
Jones,LowIncome,83.00,36.00,2018
Jones,LowIncome,83.00,36.00,2019
Jones,LowIncome,83.00,36.00,2020
Jones,LowIncome,191.00,90.00,2016
Jones,LowIncome,191.00,90.00,2017
Jones,LowIncome,191.00,90.00,2018
Jones,LowIncome,191.00,90.00,2019
Jones,LowIncome,191.00,90.00,2020
Jones,LowIncome,141.00,71.00,2016
Jones,LowIncome,141.00,71.00,2017
Jones,LowIncome,141.00,71.00,2018
Jones,LowIncome,141.00,71.00,2019
Jones,LowIncome,141.00,71.00,2020
Jones,LowIncome,293.00,95.00,2016
Jones,LowIncome,293.00,95.00,2017
Jones,LowIncome,293.00,95.00,2018
Jones,LowIncome,293.00,95.00,2019
Jones,LowIncome,293.00,95.00,2020
Jones,MidIncome,256.00,97.00,2016
Jones,MidIncome,256.00,97.00,2017
Jones,MidIncome,256.00,97.00,2018
Jones,MidIncome,256.00,97.00,2019
Jones,MidIncome,256.00,97.00,2020
Jones,MidIncome,200.00,85.00,2016
Jones,MidIncome,200.00,85.00,2017
Jones,MidIncome,200.00,85.00,2018
Jones,MidIncome,200.00,85.00,2019
Jones,MidIncome,200.00,85.00,2020
Jones,MidIncome,461.00,100.00,2016
Jones,MidIncome,461.00,100.00,2017
Jones,MidIncome,461.00,100.00,2018
Jones,MidIncome,461.00,100.00,2019
Jones,MidIncome,461.00,100.00,2020
Jones,MidIncome,454.00,110.00,2016
Jones,MidIncome,454.00,110.00,2017
Jones,MidIncome,454.00,110.00,2018
Jones,MidIncome,454.00,110.00,2019
Jones,MidIncome,454.00,110.00,2020
Jones,MidIncome,1167.00,161.00,2016
Jones,MidIncome,1167.00,161.00,2017
Jones,MidIncome,1167.00,161.00,2018
Jones,MidIncome,1167.00,161.00,2019
Jones,MidIncome,1167.00,161.00,2020
Jones,MidIncome,665.00,116.00,2016
Jones,MidIncome,665.00,116.00,2017
Jones,MidIncome,665.00,116.00,2018
Jones,MidIncome,665.00,116.00,2019
Jones,MidIncome,665.00,116.00,2020
Jones,HighIncome,325.00,88.00,2016
Jones,HighIncome,325.00,88.00,2017
Jones,HighIncome,325.00,88.00,2018
Jones,HighIncome,325.00,88.00,2019
Jones,HighIncome,325.00,88.00,2020
Jones,HighIncome,284.00,93.00,2016
Jones,HighIncome,284.00,93.00,2017
Jones,HighIncome,284.00,93.00,2018
Jones,HighIncome,284.00,93.00,2019
Jones,HighIncome,284.00,93.00,2020
Jones,HighIncome,303.00,92.00,2016
Jones,HighIncome,303.00,92.00,2017
Jones,HighIncome,303.00,92.00,2018
Jones,HighIncome,303.00,92.00,2019
Jones,HighIncome,303.00,92.00,2020
Keokuk,LowIncome,83.00,32.00,2016
Keokuk,LowIncome,83.00,32.00,2017
Keokuk,LowIncome,83.00,32.00,2018
Keokuk,LowIncome,83.00,32.00,2019
Keokuk,LowIncome,83.00,32.00,2020
Keokuk,LowIncome,114.00,61.00,2016
Keokuk,LowIncome,114.00,61.00,2017
Keokuk,LowIncome,114.00,61.00,2018
Keokuk,LowIncome,114.00,61.00,2019
Keokuk,LowIncome,114.00,61.00,2020
Keokuk,LowIncome,80.00,40.00,2016
Keokuk,LowIncome,80.00,40.00,2017
Keokuk,LowIncome,80.00,40.00,2018
Keokuk,LowIncome,80.00,40.00,2019
Keokuk,LowIncome,80.00,40.00,2020
Keokuk,LowIncome,64.00,30.00,2016
Keokuk,LowIncome,64.00,30.00,2017
Keokuk,LowIncome,64.00,30.00,2018
Keokuk,LowIncome,64.00,30.00,2019
Keokuk,LowIncome,64.00,30.00,2020
Keokuk,LowIncome,90.00,30.00,2016
Keokuk,LowIncome,90.00,30.00,2017
Keokuk,LowIncome,90.00,30.00,2018
Keokuk,LowIncome,90.00,30.00,2019
Keokuk,LowIncome,90.00,30.00,2020
Keokuk,LowIncome,95.00,29.00,2016
Keokuk,LowIncome,95.00,29.00,2017
Keokuk,LowIncome,95.00,29.00,2018
Keokuk,LowIncome,95.00,29.00,2019
Keokuk,LowIncome,95.00,29.00,2020
Keokuk,LowIncome,91.00,38.00,2016
Keokuk,LowIncome,91.00,38.00,2017
Keokuk,LowIncome,91.00,38.00,2018
Keokuk,LowIncome,91.00,38.00,2019
Keokuk,LowIncome,91.00,38.00,2020
Keokuk,MidIncome,119.00,45.00,2016
Keokuk,MidIncome,119.00,45.00,2017
Keokuk,MidIncome,119.00,45.00,2018
Keokuk,MidIncome,119.00,45.00,2019
Keokuk,MidIncome,119.00,45.00,2020
Keokuk,MidIncome,125.00,38.00,2016
Keokuk,MidIncome,125.00,38.00,2017
Keokuk,MidIncome,125.00,38.00,2018
Keokuk,MidIncome,125.00,38.00,2019
Keokuk,MidIncome,125.00,38.00,2020
Keokuk,MidIncome,205.00,52.00,2016
Keokuk,MidIncome,205.00,52.00,2017
Keokuk,MidIncome,205.00,52.00,2018
Keokuk,MidIncome,205.00,52.00,2019
Keokuk,MidIncome,205.00,52.00,2020
Keokuk,MidIncome,354.00,73.00,2016
Keokuk,MidIncome,354.00,73.00,2017
Keokuk,MidIncome,354.00,73.00,2018
Keokuk,MidIncome,354.00,73.00,2019
Keokuk,MidIncome,354.00,73.00,2020
Keokuk,MidIncome,490.00,79.00,2016
Keokuk,MidIncome,490.00,79.00,2017
Keokuk,MidIncome,490.00,79.00,2018
Keokuk,MidIncome,490.00,79.00,2019
Keokuk,MidIncome,490.00,79.00,2020
Keokuk,MidIncome,292.00,54.00,2016
Keokuk,MidIncome,292.00,54.00,2017
Keokuk,MidIncome,292.00,54.00,2018
Keokuk,MidIncome,292.00,54.00,2019
Keokuk,MidIncome,292.00,54.00,2020
Keokuk,HighIncome,167.00,67.00,2016
Keokuk,HighIncome,167.00,67.00,2017
Keokuk,HighIncome,167.00,67.00,2018
Keokuk,HighIncome,167.00,67.00,2019
Keokuk,HighIncome,167.00,67.00,2020
Keokuk,HighIncome,167.00,51.00,2016
Keokuk,HighIncome,167.00,51.00,2017
Keokuk,HighIncome,167.00,51.00,2018
Keokuk,HighIncome,167.00,51.00,2019
Keokuk,HighIncome,167.00,51.00,2020
Keokuk,HighIncome,115.00,44.00,2016
Keokuk,HighIncome,115.00,44.00,2017
Keokuk,HighIncome,115.00,44.00,2018
Keokuk,HighIncome,115.00,44.00,2019
Keokuk,HighIncome,115.00,44.00,2020
Kossuth,LowIncome,100.00,35.00,2016
Kossuth,LowIncome,100.00,35.00,2017
Kossuth,LowIncome,100.00,35.00,2018
Kossuth,LowIncome,100.00,35.00,2019
Kossuth,LowIncome,100.00,35.00,2020
Kossuth,LowIncome,64.00,40.00,2016
Kossuth,LowIncome,64.00,40.00,2017
Kossuth,LowIncome,64.00,40.00,2018
Kossuth,LowIncome,64.00,40.00,2019
Kossuth,LowIncome,64.00,40.00,2020
Kossuth,LowIncome,119.00,71.00,2016
Kossuth,LowIncome,119.00,71.00,2017
Kossuth,LowIncome,119.00,71.00,2018
Kossuth,LowIncome,119.00,71.00,2019
Kossuth,LowIncome,119.00,71.00,2020
Kossuth,LowIncome,183.00,65.00,2016
Kossuth,LowIncome,183.00,65.00,2017
Kossuth,LowIncome,183.00,65.00,2018
Kossuth,LowIncome,183.00,65.00,2019
Kossuth,LowIncome,183.00,65.00,2020
Kossuth,LowIncome,114.00,42.00,2016
Kossuth,LowIncome,114.00,42.00,2017
Kossuth,LowIncome,114.00,42.00,2018
Kossuth,LowIncome,114.00,42.00,2019
Kossuth,LowIncome,114.00,42.00,2020
Kossuth,LowIncome,164.00,53.00,2016
Kossuth,LowIncome,164.00,53.00,2017
Kossuth,LowIncome,164.00,53.00,2018
Kossuth,LowIncome,164.00,53.00,2019
Kossuth,LowIncome,164.00,53.00,2020
Kossuth,LowIncome,154.00,62.00,2016
Kossuth,LowIncome,154.00,62.00,2017
Kossuth,LowIncome,154.00,62.00,2018
Kossuth,LowIncome,154.00,62.00,2019
Kossuth,LowIncome,154.00,62.00,2020
Kossuth,MidIncome,153.00,62.00,2016
Kossuth,MidIncome,153.00,62.00,2017
Kossuth,MidIncome,153.00,62.00,2018
Kossuth,MidIncome,153.00,62.00,2019
Kossuth,MidIncome,153.00,62.00,2020
Kossuth,MidIncome,200.00,71.00,2016
Kossuth,MidIncome,200.00,71.00,2017
Kossuth,MidIncome,200.00,71.00,2018
Kossuth,MidIncome,200.00,71.00,2019
Kossuth,MidIncome,200.00,71.00,2020
Kossuth,MidIncome,402.00,108.00,2016
Kossuth,MidIncome,402.00,108.00,2017
Kossuth,MidIncome,402.00,108.00,2018
Kossuth,MidIncome,402.00,108.00,2019
Kossuth,MidIncome,402.00,108.00,2020
Kossuth,MidIncome,516.00,93.00,2016
Kossuth,MidIncome,516.00,93.00,2017
Kossuth,MidIncome,516.00,93.00,2018
Kossuth,MidIncome,516.00,93.00,2019
Kossuth,MidIncome,516.00,93.00,2020
Kossuth,MidIncome,729.00,109.00,2016
Kossuth,MidIncome,729.00,109.00,2017
Kossuth,MidIncome,729.00,109.00,2018
Kossuth,MidIncome,729.00,109.00,2019
Kossuth,MidIncome,729.00,109.00,2020
Kossuth,MidIncome,388.00,74.00,2016
Kossuth,MidIncome,388.00,74.00,2017
Kossuth,MidIncome,388.00,74.00,2018
Kossuth,MidIncome,388.00,74.00,2019
Kossuth,MidIncome,388.00,74.00,2020
Kossuth,HighIncome,376.00,90.00,2016
Kossuth,HighIncome,376.00,90.00,2017
Kossuth,HighIncome,376.00,90.00,2018
Kossuth,HighIncome,376.00,90.00,2019
Kossuth,HighIncome,376.00,90.00,2020
Kossuth,HighIncome,172.00,49.00,2016
Kossuth,HighIncome,172.00,49.00,2017
Kossuth,HighIncome,172.00,49.00,2018
Kossuth,HighIncome,172.00,49.00,2019
Kossuth,HighIncome,172.00,49.00,2020
Kossuth,HighIncome,185.00,57.00,2016
Kossuth,HighIncome,185.00,57.00,2017
Kossuth,HighIncome,185.00,57.00,2018
Kossuth,HighIncome,185.00,57.00,2019
Kossuth,HighIncome,185.00,57.00,2020
Lee,LowIncome,245.00,88.00,2016
Lee,LowIncome,245.00,88.00,2017
Lee,LowIncome,245.00,88.00,2018
Lee,LowIncome,245.00,88.00,2019
Lee,LowIncome,245.00,88.00,2020
Lee,LowIncome,203.00,71.00,2016
Lee,LowIncome,203.00,71.00,2017
Lee,LowIncome,203.00,71.00,2018
Lee,LowIncome,203.00,71.00,2019
Lee,LowIncome,203.00,71.00,2020
Lee,LowIncome,239.00,80.00,2016
Lee,LowIncome,239.00,80.00,2017
Lee,LowIncome,239.00,80.00,2018
Lee,LowIncome,239.00,80.00,2019
Lee,LowIncome,239.00,80.00,2020
Lee,LowIncome,468.00,192.00,2016
Lee,LowIncome,468.00,192.00,2017
Lee,LowIncome,468.00,192.00,2018
Lee,LowIncome,468.00,192.00,2019
Lee,LowIncome,468.00,192.00,2020
Lee,LowIncome,510.00,144.00,2016
Lee,LowIncome,510.00,144.00,2017
Lee,LowIncome,510.00,144.00,2018
Lee,LowIncome,510.00,144.00,2019
Lee,LowIncome,510.00,144.00,2020
Lee,LowIncome,341.00,94.00,2016
Lee,LowIncome,341.00,94.00,2017
Lee,LowIncome,341.00,94.00,2018
Lee,LowIncome,341.00,94.00,2019
Lee,LowIncome,341.00,94.00,2020
Lee,LowIncome,431.00,120.00,2016
Lee,LowIncome,431.00,120.00,2017
Lee,LowIncome,431.00,120.00,2018
Lee,LowIncome,431.00,120.00,2019
Lee,LowIncome,431.00,120.00,2020
Lee,MidIncome,501.00,151.00,2016
Lee,MidIncome,501.00,151.00,2017
Lee,MidIncome,501.00,151.00,2018
Lee,MidIncome,501.00,151.00,2019
Lee,MidIncome,501.00,151.00,2020
Lee,MidIncome,433.00,117.00,2016
Lee,MidIncome,433.00,117.00,2017
Lee,MidIncome,433.00,117.00,2018
Lee,MidIncome,433.00,117.00,2019
Lee,MidIncome,433.00,117.00,2020
Lee,MidIncome,897.00,192.00,2016
Lee,MidIncome,897.00,192.00,2017
Lee,MidIncome,897.00,192.00,2018
Lee,MidIncome,897.00,192.00,2019
Lee,MidIncome,897.00,192.00,2020
Lee,MidIncome,1372.00,217.00,2016
Lee,MidIncome,1372.00,217.00,2017
Lee,MidIncome,1372.00,217.00,2018
Lee,MidIncome,1372.00,217.00,2019
Lee,MidIncome,1372.00,217.00,2020
Lee,MidIncome,1528.00,197.00,2016
Lee,MidIncome,1528.00,197.00,2017
Lee,MidIncome,1528.00,197.00,2018
Lee,MidIncome,1528.00,197.00,2019
Lee,MidIncome,1528.00,197.00,2020
Lee,MidIncome,904.00,174.00,2016
Lee,MidIncome,904.00,174.00,2017
Lee,MidIncome,904.00,174.00,2018
Lee,MidIncome,904.00,174.00,2019
Lee,MidIncome,904.00,174.00,2020
Lee,HighIncome,611.00,169.00,2016
Lee,HighIncome,611.00,169.00,2017
Lee,HighIncome,611.00,169.00,2018
Lee,HighIncome,611.00,169.00,2019
Lee,HighIncome,611.00,169.00,2020
Lee,HighIncome,423.00,103.00,2016
Lee,HighIncome,423.00,103.00,2017
Lee,HighIncome,423.00,103.00,2018
Lee,HighIncome,423.00,103.00,2019
Lee,HighIncome,423.00,103.00,2020
Lee,HighIncome,282.00,84.00,2016
Lee,HighIncome,282.00,84.00,2017
Lee,HighIncome,282.00,84.00,2018
Lee,HighIncome,282.00,84.00,2019
Lee,HighIncome,282.00,84.00,2020
Linn,LowIncome,1239.00,235.00,2016
Linn,LowIncome,1239.00,235.00,2017
Linn,LowIncome,1239.00,235.00,2018
Linn,LowIncome,1239.00,235.00,2019
Linn,LowIncome,1239.00,235.00,2020
Linn,LowIncome,949.00,242.00,2016
Linn,LowIncome,949.00,242.00,2017
Linn,LowIncome,949.00,242.00,2018
Linn,LowIncome,949.00,242.00,2019
Linn,LowIncome,949.00,242.00,2020
Linn,LowIncome,1048.00,285.00,2016
Linn,LowIncome,1048.00,285.00,2017
Linn,LowIncome,1048.00,285.00,2018
Linn,LowIncome,1048.00,285.00,2019
Linn,LowIncome,1048.00,285.00,2020
Linn,LowIncome,1249.00,314.00,2016
Linn,LowIncome,1249.00,314.00,2017
Linn,LowIncome,1249.00,314.00,2018
Linn,LowIncome,1249.00,314.00,2019
Linn,LowIncome,1249.00,314.00,2020
Linn,LowIncome,1417.00,303.00,2016
Linn,LowIncome,1417.00,303.00,2017
Linn,LowIncome,1417.00,303.00,2018
Linn,LowIncome,1417.00,303.00,2019
Linn,LowIncome,1417.00,303.00,2020
Linn,LowIncome,1555.00,325.00,2016
Linn,LowIncome,1555.00,325.00,2017
Linn,LowIncome,1555.00,325.00,2018
Linn,LowIncome,1555.00,325.00,2019
Linn,LowIncome,1555.00,325.00,2020
Linn,LowIncome,1908.00,321.00,2016
Linn,LowIncome,1908.00,321.00,2017
Linn,LowIncome,1908.00,321.00,2018
Linn,LowIncome,1908.00,321.00,2019
Linn,LowIncome,1908.00,321.00,2020
Linn,MidIncome,2092.00,332.00,2016
Linn,MidIncome,2092.00,332.00,2017
Linn,MidIncome,2092.00,332.00,2018
Linn,MidIncome,2092.00,332.00,2019
Linn,MidIncome,2092.00,332.00,2020
Linn,MidIncome,2046.00,323.00,2016
Linn,MidIncome,2046.00,323.00,2017
Linn,MidIncome,2046.00,323.00,2018
Linn,MidIncome,2046.00,323.00,2019
Linn,MidIncome,2046.00,323.00,2020
Linn,MidIncome,4356.00,584.00,2016
Linn,MidIncome,4356.00,584.00,2017
Linn,MidIncome,4356.00,584.00,2018
Linn,MidIncome,4356.00,584.00,2019
Linn,MidIncome,4356.00,584.00,2020
Linn,MidIncome,6182.00,476.00,2016
Linn,MidIncome,6182.00,476.00,2017
Linn,MidIncome,6182.00,476.00,2018
Linn,MidIncome,6182.00,476.00,2019
Linn,MidIncome,6182.00,476.00,2020
Linn,MidIncome,9443.00,651.00,2016
Linn,MidIncome,9443.00,651.00,2017
Linn,MidIncome,9443.00,651.00,2018
Linn,MidIncome,9443.00,651.00,2019
Linn,MidIncome,9443.00,651.00,2020
Linn,MidIncome,7308.00,605.00,2016
Linn,MidIncome,7308.00,605.00,2017
Linn,MidIncome,7308.00,605.00,2018
Linn,MidIncome,7308.00,605.00,2019
Linn,MidIncome,7308.00,605.00,2020
Linn,HighIncome,4871.00,427.00,2016
Linn,HighIncome,4871.00,427.00,2017
Linn,HighIncome,4871.00,427.00,2018
Linn,HighIncome,4871.00,427.00,2019
Linn,HighIncome,4871.00,427.00,2020
Linn,HighIncome,5995.00,506.00,2016
Linn,HighIncome,5995.00,506.00,2017
Linn,HighIncome,5995.00,506.00,2018
Linn,HighIncome,5995.00,506.00,2019
Linn,HighIncome,5995.00,506.00,2020
Linn,HighIncome,5429.00,546.00,2016
Linn,HighIncome,5429.00,546.00,2017
Linn,HighIncome,5429.00,546.00,2018
Linn,HighIncome,5429.00,546.00,2019
Linn,HighIncome,5429.00,546.00,2020
Louisa,LowIncome,71.00,45.00,2016
Louisa,LowIncome,71.00,45.00,2017
Louisa,LowIncome,71.00,45.00,2018
Louisa,LowIncome,71.00,45.00,2019
Louisa,LowIncome,71.00,45.00,2020
Louisa,LowIncome,52.00,27.00,2016
Louisa,LowIncome,52.00,27.00,2017
Louisa,LowIncome,52.00,27.00,2018
Louisa,LowIncome,52.00,27.00,2019
Louisa,LowIncome,52.00,27.00,2020
Louisa,LowIncome,77.00,35.00,2016
Louisa,LowIncome,77.00,35.00,2017
Louisa,LowIncome,77.00,35.00,2018
Louisa,LowIncome,77.00,35.00,2019
Louisa,LowIncome,77.00,35.00,2020
Louisa,LowIncome,69.00,33.00,2016
Louisa,LowIncome,69.00,33.00,2017
Louisa,LowIncome,69.00,33.00,2018
Louisa,LowIncome,69.00,33.00,2019
Louisa,LowIncome,69.00,33.00,2020
Louisa,LowIncome,102.00,44.00,2016
Louisa,LowIncome,102.00,44.00,2017
Louisa,LowIncome,102.00,44.00,2018
Louisa,LowIncome,102.00,44.00,2019
Louisa,LowIncome,102.00,44.00,2020
Louisa,LowIncome,125.00,52.00,2016
Louisa,LowIncome,125.00,52.00,2017
Louisa,LowIncome,125.00,52.00,2018
Louisa,LowIncome,125.00,52.00,2019
Louisa,LowIncome,125.00,52.00,2020
Louisa,LowIncome,99.00,36.00,2016
Louisa,LowIncome,99.00,36.00,2017
Louisa,LowIncome,99.00,36.00,2018
Louisa,LowIncome,99.00,36.00,2019
Louisa,LowIncome,99.00,36.00,2020
Louisa,MidIncome,131.00,60.00,2016
Louisa,MidIncome,131.00,60.00,2017
Louisa,MidIncome,131.00,60.00,2018
Louisa,MidIncome,131.00,60.00,2019
Louisa,MidIncome,131.00,60.00,2020
Louisa,MidIncome,90.00,31.00,2016
Louisa,MidIncome,90.00,31.00,2017
Louisa,MidIncome,90.00,31.00,2018
Louisa,MidIncome,90.00,31.00,2019
Louisa,MidIncome,90.00,31.00,2020
Louisa,MidIncome,292.00,74.00,2016
Louisa,MidIncome,292.00,74.00,2017
Louisa,MidIncome,292.00,74.00,2018
Louisa,MidIncome,292.00,74.00,2019
Louisa,MidIncome,292.00,74.00,2020
Louisa,MidIncome,433.00,100.00,2016
Louisa,MidIncome,433.00,100.00,2017
Louisa,MidIncome,433.00,100.00,2018
Louisa,MidIncome,433.00,100.00,2019
Louisa,MidIncome,433.00,100.00,2020
Louisa,MidIncome,619.00,122.00,2016
Louisa,MidIncome,619.00,122.00,2017
Louisa,MidIncome,619.00,122.00,2018
Louisa,MidIncome,619.00,122.00,2019
Louisa,MidIncome,619.00,122.00,2020
Louisa,MidIncome,344.00,67.00,2016
Louisa,MidIncome,344.00,67.00,2017
Louisa,MidIncome,344.00,67.00,2018
Louisa,MidIncome,344.00,67.00,2019
Louisa,MidIncome,344.00,67.00,2020
Louisa,HighIncome,219.00,73.00,2016
Louisa,HighIncome,219.00,73.00,2017
Louisa,HighIncome,219.00,73.00,2018
Louisa,HighIncome,219.00,73.00,2019
Louisa,HighIncome,219.00,73.00,2020
Louisa,HighIncome,166.00,53.00,2016
Louisa,HighIncome,166.00,53.00,2017
Louisa,HighIncome,166.00,53.00,2018
Louisa,HighIncome,166.00,53.00,2019
Louisa,HighIncome,166.00,53.00,2020
Louisa,HighIncome,171.00,73.00,2016
Louisa,HighIncome,171.00,73.00,2017
Louisa,HighIncome,171.00,73.00,2018
Louisa,HighIncome,171.00,73.00,2019
Louisa,HighIncome,171.00,73.00,2020
Lucas,LowIncome,150.00,101.00,2016
Lucas,LowIncome,150.00,101.00,2017
Lucas,LowIncome,150.00,101.00,2018
Lucas,LowIncome,150.00,101.00,2019
Lucas,LowIncome,150.00,101.00,2020
Lucas,LowIncome,60.00,33.00,2016
Lucas,LowIncome,60.00,33.00,2017
Lucas,LowIncome,60.00,33.00,2018
Lucas,LowIncome,60.00,33.00,2019
Lucas,LowIncome,60.00,33.00,2020
Lucas,LowIncome,65.00,36.00,2016
Lucas,LowIncome,65.00,36.00,2017
Lucas,LowIncome,65.00,36.00,2018
Lucas,LowIncome,65.00,36.00,2019
Lucas,LowIncome,65.00,36.00,2020
Lucas,LowIncome,53.00,36.00,2016
Lucas,LowIncome,53.00,36.00,2017
Lucas,LowIncome,53.00,36.00,2018
Lucas,LowIncome,53.00,36.00,2019
Lucas,LowIncome,53.00,36.00,2020
Lucas,LowIncome,93.00,38.00,2016
Lucas,LowIncome,93.00,38.00,2017
Lucas,LowIncome,93.00,38.00,2018
Lucas,LowIncome,93.00,38.00,2019
Lucas,LowIncome,93.00,38.00,2020
Lucas,LowIncome,129.00,47.00,2016
Lucas,LowIncome,129.00,47.00,2017
Lucas,LowIncome,129.00,47.00,2018
Lucas,LowIncome,129.00,47.00,2019
Lucas,LowIncome,129.00,47.00,2020
Lucas,LowIncome,48.00,27.00,2016
Lucas,LowIncome,48.00,27.00,2017
Lucas,LowIncome,48.00,27.00,2018
Lucas,LowIncome,48.00,27.00,2019
Lucas,LowIncome,48.00,27.00,2020
Lucas,MidIncome,100.00,46.00,2016
Lucas,MidIncome,100.00,46.00,2017
Lucas,MidIncome,100.00,46.00,2018
Lucas,MidIncome,100.00,46.00,2019
Lucas,MidIncome,100.00,46.00,2020
Lucas,MidIncome,106.00,50.00,2016
Lucas,MidIncome,106.00,50.00,2017
Lucas,MidIncome,106.00,50.00,2018
Lucas,MidIncome,106.00,50.00,2019
Lucas,MidIncome,106.00,50.00,2020
Lucas,MidIncome,245.00,78.00,2016
Lucas,MidIncome,245.00,78.00,2017
Lucas,MidIncome,245.00,78.00,2018
Lucas,MidIncome,245.00,78.00,2019
Lucas,MidIncome,245.00,78.00,2020
Lucas,MidIncome,402.00,90.00,2016
Lucas,MidIncome,402.00,90.00,2017
Lucas,MidIncome,402.00,90.00,2018
Lucas,MidIncome,402.00,90.00,2019
Lucas,MidIncome,402.00,90.00,2020
Lucas,MidIncome,483.00,116.00,2016
Lucas,MidIncome,483.00,116.00,2017
Lucas,MidIncome,483.00,116.00,2018
Lucas,MidIncome,483.00,116.00,2019
Lucas,MidIncome,483.00,116.00,2020
Lucas,MidIncome,222.00,67.00,2016
Lucas,MidIncome,222.00,67.00,2017
Lucas,MidIncome,222.00,67.00,2018
Lucas,MidIncome,222.00,67.00,2019
Lucas,MidIncome,222.00,67.00,2020
Lucas,HighIncome,134.00,43.00,2016
Lucas,HighIncome,134.00,43.00,2017
Lucas,HighIncome,134.00,43.00,2018
Lucas,HighIncome,134.00,43.00,2019
Lucas,HighIncome,134.00,43.00,2020
Lucas,HighIncome,187.00,60.00,2016
Lucas,HighIncome,187.00,60.00,2017
Lucas,HighIncome,187.00,60.00,2018
Lucas,HighIncome,187.00,60.00,2019
Lucas,HighIncome,187.00,60.00,2020
Lucas,HighIncome,63.00,36.00,2016
Lucas,HighIncome,63.00,36.00,2017
Lucas,HighIncome,63.00,36.00,2018
Lucas,HighIncome,63.00,36.00,2019
Lucas,HighIncome,63.00,36.00,2020
Lyon,LowIncome,90.00,62.00,2016
Lyon,LowIncome,90.00,62.00,2017
Lyon,LowIncome,90.00,62.00,2018
Lyon,LowIncome,90.00,62.00,2019
Lyon,LowIncome,90.00,62.00,2020
Lyon,LowIncome,3.00,5.00,2016
Lyon,LowIncome,3.00,5.00,2017
Lyon,LowIncome,3.00,5.00,2018
Lyon,LowIncome,3.00,5.00,2019
Lyon,LowIncome,3.00,5.00,2020
Lyon,LowIncome,31.00,17.00,2016
Lyon,LowIncome,31.00,17.00,2017
Lyon,LowIncome,31.00,17.00,2018
